ReviewID,Platform,ProductName,Category,State,Rating,ReviewText,Sentiment
REV007674,Konga.com,Lipstick,Baby & Kids,Anambra,5,Best thing I have ordered on this platform. price is very fair. Keep up the good work,1
REV007675,jumia nigeria,Lipstick,Phones & Tablets,Oyo,1,Very dissatisfied with this item. colour is completely different. This seller is fraudulent,negative
REV007676,jiji,Cutlery set,Phones & Tablets,Katsina,5,Quality is top notch. packaging was excellent. God bless the seller,positive
REV007677,jumia,LED bulb,Beauty,Lagos,4,Quality is top notch. product works perfectly. Keep up the good work,POSITIVE
REV007678,jiji nigeria,Yoga mat,Home & Kitchen,Kwara,1,Zero stars if possible. seller refused to respond. Very angry and disappointed,bad
REV007679,jiji,Electric kettle,Phones & Tablets,Abuja,2,This product is very disappointing. This product na lie the picture and reality different,neg
REV007680,jumia,Men shirt,Beauty,Niger,1,I regret buying this product. Abeg make Jumia check this seller well well,BAD
REV007681,jiji,Sneakers,Home & Kitchen,Delta,2,I regret buying this product. Very angry and disappointed,N
REV007682,Jumia,Cooking pot,Beauty,Rivers,5,Product is exactly as described. I no regret buying this product at all,positive
REV007683,Jiji.ng,Hand sanitizer,Sports,Imo,2,Zero stars if possible. This seller na scammer abeg warn una,Bad
REV007684,Konga.com,Frying pan,Home & Kitchen,Oyo,5,This one na original no be china fake,POSITIVE
REV007685,Konga.com,Lipstick,Computers,Katsina,2,This product is very disappointing. Dem send me reject product I no happy at all,Bad
REV007686,jiji,Phone case,Baby & Kids,Anambra,1,I dey vex the delivery delay and product no work,👎
REV007687,Konga.com,Rice cooker,Sports,Niger,5,Oga this thing na correct product,GOOD
REV007688,JIJI,Plate set,Books & Stationery,Enugu,1,Zero stars if possible. This seller na scammer abeg warn una,0
REV007689,jumia nigeria,Sandals,Sports,Imo,5,Very durable and well made. Seller dey try the product reach on time,POSITIVE
REV007690,jiji,Phone case,Health,Rivers,2,This product is nothing like the picture. Product spoil after two days use na wa,Negative
REV007691,jumia,Women dress,Phones & Tablets,Enugu,2,I regret buying this product. Wahala product fake packaging torn inside damaged,0
REV007692,JUMIA,Plate set,Computers,Anambra,1,Do not buy this product please. Abeg make Jumia check this seller well well,Bad
REV007693,JUMIA,Hair dryer,Sports,Delta,1,Very bad experience with this seller. Abeg avoid this seller e be thief,N
REV007694,Konga.com,Gym bag,Beauty,Anambra,1,Never buying from this seller again. Product spoil after two days use na wa,Bad
REV007695,jiji nigeria,Jump rope,Sports,Kano,1,Very bad experience with this seller. Wahala product fake packaging torn inside damaged,Negative
REV007696,Konga,Body lotion,Books & Stationery,Kwara,1/5,This product is very disappointing. stopped working immediately. Very angry and disappointed,0
REV007697,Jumia.com,Wristwatch,Beauty,Rivers,2,Do not buy this product please. seller refused to respond. This seller is fraudulent,👎
REV007698,JIJI,Frying pan,Baby & Kids,Enugu,2,Dem send me reject product I no happy at all,👎
REV007699,JUMIA,Bag,Fashion,Bauchi,5,This is the best purchase I have made. God bless the seller,👍
REV007700,Konga.com,Rice cooker,Sports,Katsina,5,Superb product highly recommend. Seller dey try the product reach on time,Pos
REV007701,jiji nigeria,Vitamins,Computers,Plateau,5,This product exceeded my expectations. I swear this product na the best,POSITIVE
REV007702,KONGA,Jeans,Home & Kitchen,Rivers,5,Product is exactly as described. Abeg everyone should buy this thing,P
REV007703,jiji nigeria,Children toy,Home & Kitchen,Sokoto,5,I am impressed with the quality. This product fine well well no cap,positive
REV007704,Jiji.ng,Bluetooth speaker,Electronics,Niger,1,Very dissatisfied with this item. I don waste my money buy fake product,👎
REV007705,jiji nigeria,Sneakers,Electronics,Kaduna,5,This product is absolutely amazing. arrived before the expected date. I am a loyal customer now,good
REV007706,Jiji,Electric kettle,Phones & Tablets,Abuja,5,Superb product highly recommend. delivery was very fast. Keep up the good work,pos
REV007707,Jumia.com,Hand sanitizer,Beauty,Imo,5,<p>This is exactly what I needed. Na real quality product this one be</p>,Good
REV007708,Konga.com,Women dress,Sports,Kano,5,This product is absolutely amazing. I will definitely order again,1
REV007709,konga ng,Cooking pot,Electronics,Katsina,5,Superb product highly recommend. price is very fair. I am a loyal customer now,Good
REV007710,Jumia.com,Lipstick,Electronics,Niger,5,This is exactly what I needed. This product sabi work I dey use am every day,Pos
REV007711,Jiji.ng,Bag,Fashion,Plateau,5,Quality is top notch. E reach my house quick quick I happy die,P
REV007712,Jiji,Power bank,Phones & Tablets,Lagos,3,Abeg make Jumia check this seller well well Check https://jumia.com/ref/123,BAD
REV007713,jumia nigeria,USB cable,Fashion,Anambra,4,This one na original no be china fake,POSITIVE
REV007714,Jumia.com,Gym bag,Sports,Benue,2,This product is very disappointing. I have reported this seller,0
REV007715,konga ng,Electric fan,Baby & Kids,Bauchi,4,Seller dey try the product reach on time,Good
REV007716,JUMIA,Smartwatch,Baby & Kids,Benue,4,This product exceeded my expectations. Thank you so much,👍
REV007717,Konga,Men shirt,Phones & Tablets,Enugu,4,Great value for money. Highly recommend this seller,Positive
REV007718,Jiji.ng,Men shirt,Computers,Imo,5,Ordered and received in perfect condition. Thank you so much,POSITIVE
REV007719,JUMIA,Gym bag,Books & Stationery,Kaduna,3,I dey vex the delivery delay and product no work,BAD
REV007720,Konga.com,USB cable,Computers,Plateau,5,Quality is top notch. Keep up the good work,good
REV007721,Jumia.com,Smartwatch,Health,Oyo,4,I am impressed with the quality. Wahala free delivery fast product correct,P
REV007722,konga,Hair dryer,Home & Kitchen,Delta,2,Never buying from this seller again. I dey vex the delivery delay and product no work,Bad
REV007723,jumia nigeria,Cooking pot,Home & Kitchen,Lagos,5,E reach my house quick quick I happy die,positive
REV007724,Jiji.ng,Baby clothes,Home & Kitchen,Imo,4,Five stars no doubt. E reach my house quick quick I happy die,👍
REV007725,jumia,Air fryer,Health,Kwara,5,<p>Great value for money. E reach my house quick quick I happy die</p>,good
REV007726,jiji,Backpack,Phones & Tablets,Abuja,2,Terrible quality waste of money. Complete scam avoid this,Bad
REV007727,jiji,Yoga mat,Fashion,Kwara,5,This product is absolutely amazing. Na real quality product this one be,GOOD
REV007728,konga ng,Hand sanitizer,Sports,Lagos,5,This product exceeded my expectations. Na real quality product this one be,positive
REV007729,jumia nigeria,Body lotion,Fashion,Katsina,2/5,This seller na scammer abeg warn una,Neg
REV007730,JUMIA,School bag,Sports,Kaduna,1,I don waste my money buy fake product,BAD
REV007731,Jumia,Earphones,Books & Stationery,Kano,4,Product is exactly as described. E reach my house quick quick I happy die,👍
REV007732,Jiji,Screen protector,Fashion,Oyo,5,Packaging was neat and delivery was fast. This product sabi work I dey use am every day,positive
REV007733,Konga,Face mask,Health,Rivers,1,Abeg avoid this seller e be thief,Negative
REV007734,Jumia.com,Memory card,Health,Imo,3,Complete waste of my hard earned money. I want my money back,NEGATIVE
REV007735,konga ng,Bluetooth speaker,Books & Stationery,Lagos,2,Abeg make Jumia check this seller well well,N
REV007736,JUMIA,School bag,Beauty,Abuja,4,Abeg if you need am buy am no waste time,Positive
REV007737,konga ng,Power bank,Baby & Kids,Plateau,5,Ordered and received in perfect condition. seller was very responsive. Best decision I made this month,GOOD
REV007738,Jiji,Women dress,Baby & Kids,Niger,3,I am returning this product immediately. Wahala product fake packaging torn inside damaged,bad
REV007739,JIJI,Phone charger,Phones & Tablets,Niger,2,Do not buy this product please. This seller na scammer abeg warn una    ,neg
REV007740,konga ng,Bag,Fashion,Kano,2,Dem send me reject product I no happy at all,Negative
REV007741,JUMIA,Air fryer,Beauty,Abuja,2,I dey vex the delivery delay and product no work,NEGATIVE
REV007742,Konga.com,Jump rope,Baby & Kids,Abuja,1,Terrible quality waste of money. Never buying here again,BAD
REV007743,Konga.com,Thermometer,Books & Stationery,Oyo,3/5,I am returning this product immediately. I dey vex the delivery delay and product no work,👎
REV007744,Konga,Women dress,Computers,Imo,5,<p>Ordered and received in perfect condition. I swear this product na the best</p>,👍
REV007745,jumia,Yoga mat,Computers,Abuja,1,Abeg make Jumia check this seller well well,Neg
REV007746,JUMIA,Laptop bag,Books & Stationery,Oyo,3,Dem send me reject product I no happy at all,Bad
REV007747,Jumia.com,Vitamins,Sports,Imo,5,Excellent quality product. Will tell my friends about this,1
REV007748,jumia,Memory card,Beauty,Abuja,1,I dey vex the delivery delay and product no work,N
REV007749,jiji,Power bank,Phones & Tablets,Kano,4,I am very happy with this purchase. This product fine well well no cap,Positive
REV007750,jumia nigeria,Pressing iron,Electronics,Katsina,5,Packaging was neat and delivery was fast. Very happy customer here,Positive
REV007751,Jumia,Yoga mat,Computers,Niger,1,Very poor quality product. seller refused to respond. Complete scam avoid this,N
REV007752,jiji,Baby clothes,Home & Kitchen,Katsina,3,Absolutely terrible purchase. This product na pure rubbish walahi,Neg
REV007753,JIJI,Hand sanitizer,Health,Rivers,5,Abeg everyone should buy this thing,positive
REV007754,KONGA,Phone case,Computers,Rivers,1/5,Very bad experience with this seller. This seller is fraudulent,👎
REV007755,JUMIA,Rice cooker,Baby & Kids,Katsina,5,Abeg if you need am buy am no waste time,Positive
REV007756,Jiji.ng,Memory card,Electronics,Imo,,Quality is top notch. delivery was very fast. Very happy customer here,GOOD
REV007757,jumia nigeria,LED bulb,Baby & Kids,Benue,1,Oga the thing dem send no be wetin I order,0
REV007758,Jumia,Screen protector,Sports,Delta,5,Quality is top notch. Wahala free delivery fast product correct,good
REV007759,Jiji.ng,Smartwatch,Sports,Oyo,4,Great value for money. Wahala free delivery fast product correct,GOOD
REV007760,jumia nigeria,Laptop bag,Home & Kitchen,Delta,1,Very poor quality product. Abeg avoid this seller e be thief,BAD
REV007761,JIJI,Smartwatch,Home & Kitchen,Rivers,1,Terrible quality waste of money. I don waste my money buy fake product,NEGATIVE
REV007762,Jiji.ng,Pressing iron,Phones & Tablets,Niger,4,Quality is top notch. Oga this thing na correct product !!!! *** @#$,1
REV007763,jiji,Sneakers,Health,Abuja,1,Worst product I have ever ordered. product is already broken. Wasted my money completely,BAD
REV007764,jumia,Screen protector,Beauty,Katsina,1,Product stopped working after two days. This thing na china fake dem charge me original price,neg
REV007765,jumia nigeria,Blender,Computers,Enugu,5,This is exactly what I needed. my family loves it. I will definitely order again,POSITIVE
REV007766,JIJI,Jeans,Beauty,Plateau,5,This product exceeded my expectations. God bless the seller,POSITIVE
REV007767,Jiji,Baby clothes,Phones & Tablets,Kwara,5,Product is exactly as described. God bless the seller this thing work well,Positive
REV007768,KONGA,USB cable,Home & Kitchen,Benue,4,Quality is top notch. Abeg if you need am buy am no waste time,GOOD
REV007769,Jiji.ng,Face cream,Electronics,Delta,1,I am returning this product immediately. Oga the thing dem send no be wetin I order,N
REV007770,Jumia.com,Bag,Sports,Anambra,2,Product spoil after two days use na wa,Bad
REV007771,KONGA,Frying pan,Sports,Sokoto,4/5,Product is exactly as described. seller was very responsive. Five stars all the way,1
REV007772,Jumia.com,Gym bag,Fashion,Rivers,1,Terrible quality waste of money. completely fake product. Jumia should do better,NEGATIVE
REV007773,Jiji,Gym bag,Beauty,Enugu,4/5,Excellent quality product. customer service was helpful. Highly recommend this seller,Positive
REV007774,konga,LED bulb,Books & Stationery,Kano,2,Very bad experience with this seller. I go report this matter the product na rubbish,bad
REV007775,jumia,Perfume,Baby & Kids,Bauchi,5,Best thing I have ordered on this platform. my family loves it. I am a loyal customer now,good
REV007776,Jiji.ng,Smartwatch,Beauty,Rivers,4,Very durable and well made. Abeg if you need am buy am no waste time,pos
REV007777,KONGA,Vitamins,Beauty,Imo,1,I don waste my money buy fake product,BAD
REV007778,Jiji.ng,Frying pan,Beauty,Delta,4 stars,This product exceeded my expectations. arrived before the expected date. Highly recommend this seller,Good
REV007779,Jumia,Men shirt,Electronics,Kaduna,4,Wahala free delivery fast product correct,Positive
REV007780,konga ng,Wristwatch,Phones & Tablets,Bauchi,5,This product fine well well no cap,POSITIVE
REV007781,Jiji,Face cream,Phones & Tablets,Oyo,5,This product is absolutely amazing. Highly recommend this seller,1
REV007782,JUMIA,Ankara fabric,Phones & Tablets,Kwara,4,Wahala free delivery fast product correct,Good
REV007783,jumia,Vitamins,Health,Plateau,1,Oga the thing dem send no be wetin I order,Neg
REV007784,JUMIA,Air fryer,Sports,Sokoto,2,I dey vex the delivery delay and product no work,bad
REV007785,JUMIA,Frying pan,Beauty,Anambra,5,Very satisfied with this item. seller was very responsive. Very happy customer here,GOOD
REV007786,Jiji.ng,Thermometer,Health,Niger,5,Product is exactly as described. arrived before the expected date. Five stars all the way,positive
REV007787,konga,Backpack,Fashion,Oyo,5,Excellent quality product. This one na original no be china fake,positive
REV007788,JIJI,Air fryer,Baby & Kids,Sokoto,2,I am not happy with this purchase at all. Abeg make Jumia check this seller well well,N
REV007789,Jumia,School bag,Beauty,Enugu,1,Oga the thing dem send no be wetin I order,N
REV007790,Jumia.com,Body lotion,Home & Kitchen,Niger,5,Superb product highly recommend. Highly recommend this seller,Good
REV007791,Konga.com,Vitamins,Electronics,Bauchi,5,This product exceeded my expectations. Seller dey try the product reach on time,👍
REV007792,JUMIA,Hair dryer,Home & Kitchen,Bauchi,3/5,Never buying from this seller again. Wasted my money completely,Negative
REV007793,jumia nigeria,Power bank,Sports,Niger,2,Product spoil after two days use na wa,N
REV007794,Konga.com,School bag,Home & Kitchen,Plateau,3,Wahala product fake packaging torn inside damaged,👎
REV007795,JUMIA,Frying pan,Home & Kitchen,Enugu,,Oga the thing dem send no be wetin I order,bad
REV007796,konga ng,Phone stand,Sports,Kwara,5,Wahala free delivery fast product correct,POSITIVE
REV007797,jumia nigeria,Cutlery set,Phones & Tablets,Plateau,5,Very durable and well made. Abeg everyone should buy this thing,good
REV007798,jumia nigeria,LED bulb,Home & Kitchen,Rivers,4,E reach my house quick quick I happy die,Pos
REV007799,KONGA,Smartwatch,Books & Stationery,Oyo,3,Very bad experience with this seller. very flimsy and cheap material. Never buying here again,NEGATIVE
REV007800,konga ng,Backpack,Sports,Delta,5,My madam happy when she see am na so I know say correct,P
REV007801,jumia,Blender,Home & Kitchen,Oyo,1,Very poor quality product. delivery took forever. Complete scam avoid this,BAD
REV007802,konga ng,Earphones,Phones & Tablets,Imo,3/5,I am returning this product immediately. I dey vex the delivery delay and product no work,0
REV007803,Konga.com,Women dress,Computers,Abuja,4,Perfect condition arrived on time. Seller dey try the product reach on time,1
REV007804,Konga,Air fryer,Books & Stationery,Sokoto,5,I am impressed with the quality. I no regret buying this product at all,good
REV007805,KONGA,Laptop bag,Baby & Kids,Bauchi,2,I am returning this product immediately. I want my money back,bad
REV007806,konga ng,Phone charger,Fashion,Enugu,5,Very durable and well made. exactly as shown in the picture. I am a loyal customer now,👍
REV007807,konga,Plate set,Baby & Kids,Plateau,1,This product is very disappointing. Abeg make Jumia check this seller well well,bad
REV007808,Jumia,Perfume,Electronics,Enugu,5/5,Perfect condition arrived on time. delivery was very fast. Five stars all the way,pos
REV007809,konga ng,Baby clothes,Books & Stationery,Abuja,2 stars,Product stopped working after two days. Product spoil after two days use na wa,BAD
REV007810,konga,Frying pan,Health,Sokoto,2 stars,Never buying from this seller again. I don waste my money buy fake product,neg
REV007811,Konga,Hair dryer,Electronics,Oyo,5,I am impressed with the quality. product works perfectly. I am a loyal customer now,Positive
REV007812,Konga,Baby clothes,Phones & Tablets,Sokoto,4,Five stars no doubt. I no regret buying this product at all,GOOD
REV007813,konga ng,Baby clothes,Health,Abuja,5,This product fine well well no cap,1
REV007814,Jumia,Blender,Phones & Tablets,Plateau,4,This product exceeded my expectations. This product fine well well no cap,POSITIVE
REV007815,KONGA,Face mask,Books & Stationery,Kwara,2,This is not what I ordered. This seller na scammer abeg warn una Check https://jumia.com/ref/123,NEGATIVE
REV007816,konga ng,Vitamins,Baby & Kids,Lagos,1,Very dissatisfied with this item. I dey vex the delivery delay and product no work,BAD
REV007817,JIJI,Ankara fabric,Sports,Anambra,5,Very satisfied with this item. Na real quality product this one be,Good
REV007818,Konga,Lipstick,Health,Benue,2,I dey vex the delivery delay and product no work,negative
REV007819,Jumia.com,Blender,Electronics,Anambra,5,Great value for money. My madam happy when she see am na so I know say correct,👍
REV007820,Konga,Face mask,Books & Stationery,Niger,4,Great value for money. I no regret buying this product at all,GOOD
REV007821,konga ng,Memory card,Fashion,Plateau,3,Absolutely terrible purchase. seller refused to respond. Very angry and disappointed,NEGATIVE
REV007822,Jiji.ng,Vitamins,Home & Kitchen,Katsina,4/5,This product exceeded my expectations. Abeg everyone should buy this thing,good
REV007823,jumia nigeria,Phone case,Phones & Tablets,Lagos,2,Do not buy this product please. completely fake product. This seller is fraudulent Check https://jumia.com/ref/123,NEGATIVE
REV007824,jiji nigeria,Yoga mat,Home & Kitchen,Bauchi,2,Product stopped working after two days. customer service was unhelpful. Wasted my money completely,Bad
REV007825,Jumia.com,Screen protector,Computers,Lagos,3,Worst product I have ever ordered. Wahala product fake packaging torn inside damaged,Negative
REV007826,jumia,Men shirt,Computers,Plateau,2/5,Zero stars if possible. size is wrong and too small. Complete scam avoid this,Bad
REV007827,JIJI,Laptop bag,Computers,Abuja,4,Superb product highly recommend. God bless the seller this thing work well,1
REV007828,JIJI,Gym bag,Home & Kitchen,Anambra,5,Five stars no doubt. This one na original no be china fake,good
REV007829,Konga,Electric fan,Phones & Tablets,Sokoto,2,Fake product delivered to me. completely fake product. This seller is fraudulent,Bad
REV007830,Jumia.com,Phone case,Home & Kitchen,Lagos,2,Absolutely terrible purchase. This thing na china fake dem charge me original price,BAD
REV007831,Konga,Vitamins,Phones & Tablets,Oyo,5,I am impressed with the quality. Highly recommend this seller,POSITIVE
REV007832,jiji nigeria,School bag,Home & Kitchen,Niger,4,Very durable and well made. Keep up the good work,👍
REV007833,jumia nigeria,Face mask,Sports,Imo,5,Best thing I have ordered on this platform. Na real quality product this one be,👍
REV007834,konga,Earphones,Computers,Lagos,1,Fake product delivered to me. not worth the price at all. I have reported this seller,Bad
REV007835,KONGA,USB cable,Fashion,Kwara,5,Superb product highly recommend. Keep up the good work,good
REV007836,Jumia.com,Sunglasses,Health,Kaduna,3,Complete waste of my hard earned money. Never buying here again,NEGATIVE
REV007837,jiji nigeria,Phone case,Electronics,Katsina,1,This is not what I ordered. Abeg make Jumia check this seller well well,BAD
REV007838,jumia,Sneakers,Sports,Katsina,5,Absolutely worth every naira. price is very fair. I am a loyal customer now,POSITIVE
REV007839,jumia,Backpack,Fashion,Kaduna,5,Superb product highly recommend. God bless the seller this thing work well,pos
REV007840,konga,School bag,Health,Kwara,2,Never buying from this seller again. colour is completely different. I want my money back,negative
REV007841,jumia nigeria,School bag,Health,Kwara,4,I am impressed with the quality. Will tell my friends about this,👍
REV007842,Jiji.ng,Plate set,Beauty,Kano,2/5,Very bad experience with this seller. Never buying here again,bad
REV007843,konga ng,Jump rope,Phones & Tablets,Katsina,2,I regret buying this product. packaging was torn and dirty. I want my money back Check https://jumia.com/ref/123,BAD
REV007844,jiji,Sunglasses,Sports,Sokoto,2,Abeg make Jumia check this seller well well,Bad
REV007845,Konga,Plate set,Electronics,Sokoto,5,Five stars no doubt. customer service was helpful. Best decision I made this month,GOOD
REV007846,jiji nigeria,Wristwatch,Beauty,Rivers,5,This product fine well well no cap Check https://jumia.com/ref/123,Positive
REV007847,jumia nigeria,Running shoes,Fashion,Sokoto,3,This product is nothing like the picture. Abeg avoid this seller e be thief,neg
REV007848,Konga,Screen protector,Home & Kitchen,Bauchi,4,Quality is top notch. I no regret buying this product at all,POSITIVE
REV007849,Konga.com,Face cream,Fashion,Plateau,2,Delivery took too long and product was damaged. Abeg make Jumia check this seller well well,BAD
REV007850,jumia nigeria,Hair dryer,Home & Kitchen,Kano,1,This is not what I ordered. size is wrong and too small. Wasted my money completely,BAD
REV007851,konga,Body lotion,Electronics,Enugu,5/5,This is the best purchase I have made. price is very fair. I will definitely order again,good
REV007852,konga,Vitamins,Baby & Kids,Kaduna,1,Dem send me reject product I no happy at all,BAD
REV007853,jiji nigeria,Cooking pot,Health,Benue,5,I am impressed with the quality. Thank you so much,P
REV007854,konga,Laptop bag,Home & Kitchen,Oyo,4,This product dey sweet walahi,👍
REV007855,konga ng,Wristwatch,Home & Kitchen,Plateau,4,This product is absolutely amazing. product works perfectly. Thank you so much,POSITIVE
REV007856,jiji nigeria,Phone stand,Computers,Kaduna,3,I am returning this product immediately. I have reported this seller,0
REV007857,konga ng,Phone stand,Fashion,Lagos,1,I go report this matter the product na rubbish,👎
REV007858,Jumia,Exercise book,Fashion,Imo,5,I am very happy with this purchase. arrived before the expected date. Keep up the good work,GOOD
REV007859,jiji nigeria,Sunglasses,Home & Kitchen,Niger,1,<p>This seller na scammer abeg warn una</p>,Bad
REV007860,KONGA,Memory card,Fashion,Delta,3 stars,This product is nothing like the picture. Dem send me reject product I no happy at all,bad
REV007861,JUMIA,Frying pan,Beauty,Kano,5,I am very happy with this purchase. no complaints at all. Very happy customer here,POSITIVE
REV007862,jiji,Vitamins,Baby & Kids,Plateau,2,I regret buying this product. I want my money back,neg
REV007863,konga,Cutlery set,Home & Kitchen,Niger,4,E reach my house quick quick I happy die,positive
REV007864,Konga.com,Children toy,Baby & Kids,Rivers,,This product is absolutely amazing. Abeg if you need am buy am no waste time,👍
REV007865,Jiji.ng,USB cable,Electronics,Niger,5,Very durable and well made. God bless the seller,1
REV007866,Jiji.ng,Face mask,Books & Stationery,Kwara,5,Best thing I have ordered on this platform. Thank you so much,pos
REV007867,Konga.com,Thermometer,Health,Kaduna,4,This product fine well well no cap,positive
REV007868,Konga,Earphones,Phones & Tablets,Kaduna,3,I don waste my money buy fake product,N
REV007869,JIJI,Bag,Electronics,Kwara,2,Product stopped working after two days. Oga the thing dem send no be wetin I order,0
REV007870,KONGA,Bluetooth speaker,Sports,Niger,2,Very bad experience with this seller. I warned you do not buy,bad
REV007871,Jumia,Frying pan,Fashion,Niger,1,Delivery took too long and product was damaged. This seller is fraudulent,negative
REV007872,konga,Body lotion,Electronics,Enugu,3,Very bad experience with this seller. This seller na scammer abeg warn una,bad
REV007873,Jumia.com,Vitamins,Beauty,Benue,3,I regret buying this product. Oga the thing dem send no be wetin I order,Bad
REV007874,Jiji,LED bulb,Baby & Kids,Delta,2,This product na lie the picture and reality different,NEGATIVE
REV007875,jiji nigeria,Pressing iron,Phones & Tablets,Sokoto,2,Wahala product fake packaging torn inside damaged,Bad
REV007876,Jumia,Jump rope,Computers,Enugu,5,I am very happy with this purchase. product works perfectly. Best decision I made this month,👍
REV007877,konga ng,Phone case,Books & Stationery,Plateau,4,Superb product highly recommend. I no regret buying this product at all,Good
REV007878,Konga.com,Hair dryer,Computers,Kwara,2,<p>Very dissatisfied with this item. I want my money back</p>,bad
REV007879,konga,Lipstick,Sports,Anambra,5,I love this product so much. Keep up the good work,POSITIVE
REV007880,JIJI,Perfume,Baby & Kids,Kwara,1,I am not happy with this purchase at all. quality is very poor. I have reported this seller,BAD
REV007881,Jumia.com,Cutlery set,Sports,Katsina,5,Five stars no doubt. works better than expected. Best decision I made this month,👍
REV007882,Konga.com,Children toy,Computers,Kwara,2,I don waste my money buy fake product,NEGATIVE
REV007883,Konga.com,Exercise book,Phones & Tablets,Enugu,4,Perfect condition arrived on time. Very happy customer here,1
REV007884,KONGA,Cooking pot,Electronics,Kaduna,1,This product na pure rubbish walahi,bad
REV007885,konga ng,Electric fan,Electronics,Oyo,1,Complete waste of my hard earned money. Na so dem dey cheat people for this country,Bad
REV007886,Jiji,Earphones,Sports,Sokoto,3,Very dissatisfied with this item. product is already broken. I want my money back,0
REV007887,KONGA,Memory card,Home & Kitchen,Katsina,5,E reach my house quick quick I happy die,1
REV007888,konga,Electric fan,Fashion,Kwara,2/5,Very bad experience with this seller. Never buying here again,0
REV007889,KONGA,LED bulb,Fashion,Oyo,5,Superb product highly recommend. Best decision I made this month,positive
REV007890,jiji nigeria,Electric fan,Electronics,Rivers,,This product fine well well no cap,pos
REV007891,Jiji.ng,Sandals,Home & Kitchen,Kwara,5,Very durable and well made. exactly as shown in the picture. I will definitely order again,Good
REV007892,JIJI,USB cable,Computers,Niger,5,My madam happy when she see am na so I know say correct    ,1
REV007893,Jumia.com,Cooking pot,Health,Benue,2,Zero stars if possible. Seller ghost me after collection of money na thief,👎
REV007894,JIJI,Women dress,Home & Kitchen,Kwara,3,This product is nothing like the picture. seller refused to respond. Never buying here again,👎
REV007895,JIJI,Running shoes,Sports,Katsina,1,This product is nothing like the picture. seller refused to respond. I have reported this seller,BAD
REV007896,JIJI,Power bank,Phones & Tablets,Abuja,3,Dem send me reject product I no happy at all,Neg
REV007897,Jumia,Ankara fabric,Fashion,Oyo,4,I no regret buying this product at all,positive
REV007898,Jiji,Baby clothes,Computers,Rivers,2,Worst product I have ever ordered. Dem send me reject product I no happy at all,neg
REV007899,Konga,Face cream,Baby & Kids,Imo,2,I regret buying this product. This thing na china fake dem charge me original price,Neg
REV007900,JUMIA,Children toy,Phones & Tablets,Rivers,2,I regret buying this product. Wasted my money completely,Negative
REV007901,konga ng,Body lotion,Baby & Kids,Kano,5,Excellent quality product. Wahala free delivery fast product correct,👍
REV007902,konga ng,Lipstick,Baby & Kids,Oyo,5,Superb product highly recommend. Na real quality product this one be,👍
REV007903,JUMIA,USB cable,Computers,Sokoto,5,Seller dey try the product reach on time,1
REV007904,KONGA,Electric fan,Home & Kitchen,Lagos,5,Great value for money. Abeg if you need am buy am no waste time,Pos
REV007905,JUMIA,Hair dryer,Health,Lagos,3,Never buying from this seller again. This thing na china fake dem charge me original price,NEGATIVE
REV007906,JUMIA,Lipstick,Health,Oyo,5,This product fine well well no cap,positive
REV007907,KONGA,Sandals,Sports,Niger,5,Great value for money. Very happy customer here,GOOD
REV007908,JIJI,Electric fan,Health,Anambra,5/5,I am impressed with the quality. my family loves it. Thank you so much,👍
REV007909,Jiji.ng,Phone charger,Books & Stationery,Kano,1,This product na lie the picture and reality different    ,Neg
REV007910,jumia,Frying pan,Electronics,Katsina,3,Wahala product fake packaging torn inside damaged,negative
REV007911,konga,Bluetooth speaker,Home & Kitchen,Abuja,4,Very durable and well made. E reach my house quick quick I happy die,P
REV007912,jumia,Cooking pot,Home & Kitchen,Bauchi,5/5,<p>This is exactly what I needed. My madam happy when she see am na so I know say correct</p>,1
REV007913,Konga,Perfume,Electronics,Imo,2,This is not what I ordered. stopped working immediately. This seller is fraudulent,N
REV007914,Konga.com,Earphones,Sports,Sokoto,4,Packaging was neat and delivery was fast. Abeg if you need am buy am no waste time,Pos
REV007915,konga ng,Baby clothes,Health,Plateau,5,This is the best purchase I have made. Very happy customer here,Positive
REV007916,Jumia,Running shoes,Sports,Enugu,3,Delivery took too long and product was damaged. Na so dem dey cheat people for this country,0
REV007917,JUMIA,Running shoes,Fashion,Katsina,1,Zero stars if possible. nothing like the pictures shown. This seller is fraudulent,N
REV007918,Konga,Wristwatch,Electronics,Benue,5,Ordered and received in perfect condition. Oga this thing na correct product,GOOD
REV007919,Jiji,Memory card,Electronics,Kano,2,This thing na china fake dem charge me original price,Bad
REV007920,jiji nigeria,Electric fan,Electronics,Lagos,5,This is exactly what I needed. no complaints at all. Five stars all the way,1
REV007921,Jiji.ng,Earphones,Computers,Oyo,2,Very bad experience with this seller. Abeg make Jumia check this seller well well,neg
REV007922,JUMIA,Screen protector,Home & Kitchen,Kwara,3,I regret buying this product. Abeg make Jumia check this seller well well,BAD
REV007923,jumia,Bluetooth speaker,Health,Plateau,3,This product is very disappointing. This thing na china fake dem charge me original price,Neg
REV007924,JIJI,Backpack,Books & Stationery,Rivers,2,Zero stars if possible. This product na pure rubbish walahi,Neg
REV007925,Jiji.ng,Electric fan,Electronics,Bauchi,1,Very poor quality product. This product na pure rubbish walahi,N
REV007926,Konga,Baby clothes,Books & Stationery,Sokoto,5,Superb product highly recommend. Wahala free delivery fast product correct,GOOD
